Year,Country,Month,Tourist_Arrival,Date,Quarter,Season,Region
2018,Somalia,5,3,2018-05-01,2,Yala Season,Africa
2018,Brunei,5,6,2018-05-01,2,Yala Season,Asia
2018,Papua New Guinea,5,2,2018-05-01,2,Yala Season,Oceania
2018,Bolivia,5,2,2018-05-01,2,Yala Season,South America
2018,Turkmenistan,5,1,2018-05-01,2,Yala Season,Asia
2018,Eritrea,5,4,2018-05-01,2,Yala Season,Africa
2018,Namibia,5,1,2018-05-01,2,Yala Season,Africa
2018,Monaco,5,1,2018-05-01,2,Yala Season,Europe
2018,Guatemala,5,4,2018-05-01,2,Yala Season,Central America
2018,Panama,5,3,2018-05-01,2,Yala Season,Central America
2018,Andorra,5,6,2018-05-01,2,Yala Season,Europe
2018,Cuba,5,3,2018-05-01,2,Yala Season,Caribbean
2018,Mozambique,5,0,2018-05-01,2,Yala Season,Africa
2018,Dominica,5,1,2018-05-01,2,Yala Season,Caribbean
2018,Honduras,5,5,2018-05-01,2,Yala Season,Central America
2018,Bahamas,5,6,2018-05-01,2,Yala Season,Caribbean
2018,Botswana,5,0,2018-05-01,2,Yala Season,Africa
2018,Timor-Leste,5,1,2018-05-01,2,Yala Season,Asia
2018,El Salvador,5,0,2018-05-01,2,Yala Season,Central America
2018,Saint Kitts and Nevis,5,3,2018-05-01,2,Yala Season,Caribbean
2018,Dominican Republic,5,6,2018-05-01,2,Yala Season,Caribbean
2018,Senegal,5,4,2018-05-01,2,Yala Season,Africa
2018,Malawi,5,3,2018-05-01,2,Yala Season,Africa
2018,Congo,5,3,2018-05-01,2,Yala Season,Africa
2018,Kosovo,5,0,2018-05-01,2,Yala Season,Europe
2018,Nicaragua,5,1,2018-05-01,2,Yala Season,Central America
2018,San Marino,5,0,2018-05-01,2,Yala Season,Europe
2018,Suriname,5,1,2018-05-01,2,Yala Season,South America
2018,Hong Kong,5,0,2018-05-01,2,Yala Season,Asia
2018,Cameroon,5,0,2018-05-01,2,Yala Season,Africa
2018,Guyana,5,1,2018-05-01,2,Yala Season,South America
2018,Paraguay,5,0,2018-05-01,2,Yala Season,South America
2018,Antigua and Barbuda,5,1,2018-05-01,2,Yala Season,Caribbean
2018,Ivory Coast,5,2,2018-05-01,2,Yala Season,Africa
2018,Burkina Faso,5,1,2018-05-01,2,Yala Season,Africa
2018,Sierra Leone,5,0,2018-05-01,2,Yala Season,Africa
2018,Barbados,5,3,2018-05-01,2,Yala Season,Caribbean
2018,BURUNDI ,5,0,2018-05-01,2,Yala Season,
2018,Rwanda,5,1,2018-05-01,2,Yala Season,Africa
2018,Mali,5,1,2018-05-01,2,Yala Season,Africa
2018,South Sudan,5,1,2018-05-01,2,Yala Season,Africa
2018,Vanuatu,5,1,2018-05-01,2,Yala Season,Oceania
2018,Belize,5,0,2018-05-01,2,Yala Season,Central America
2018,Eswatini,5,1,2018-05-01,2,Yala Season,Africa
2018,Grenada,5,2,2018-05-01,2,Yala Season,Caribbean
2018,SOLOMAN ISLANDS,5,0,2018-05-01,2,Yala Season,
2018,Liberia,5,4,2018-05-01,2,Yala Season,Africa
2018,Benin,5,0,2018-05-01,2,Yala Season,Africa
2018,GUINEA- BISSAU,5,0,2018-05-01,2,Yala Season,
2018,Haiti,5,0,2018-05-01,2,Yala Season,Caribbean
2018,Togo,5,0,2018-05-01,2,Yala Season,Africa
2018,Tonga,5,0,2018-05-01,2,Yala Season,Oceania
2018,Angola,5,0,2018-05-01,2,Yala Season,Africa
2018,Djibouti,5,0,2018-05-01,2,Yala Season,Africa
2018,Gambia,5,1,2018-05-01,2,Yala Season,Africa
2018,Congo,5,0,2018-05-01,2,Yala Season,Africa
2018,Lesotho,5,0,2018-05-01,2,Yala Season,Africa
2018,Saint Lucia,5,0,2018-05-01,2,Yala Season,Caribbean
2018,Tuvalu,5,0,2018-05-01,2,Yala Season,Oceania
2018,Cape Verde,5,0,2018-05-01,2,Yala Season,Africa
2018,Gabon,5,0,2018-05-01,2,Yala Season,Africa
2018,Niger,5,1,2018-05-01,2,Yala Season,Africa
2018,Palau,5,0,2018-05-01,2,Yala Season,Oceania
2018,Chad,5,0,2018-05-01,2,Yala Season,Africa
2018,Marshall Islands,5,1,2018-05-01,2,Yala Season,Oceania
2018,Samoa,5,1,2018-05-01,2,Yala Season,Oceania
2018,Kiribati,5,0,2018-05-01,2,Yala Season,Oceania
2018,Mauritania,5,0,2018-05-01,2,Yala Season,Africa
2018,Micronesia,5,0,2018-05-01,2,Yala Season,Oceania
2018,Saint Vincent and the Grenadines,5,0,2018-05-01,2,Yala Season,Caribbean
2018,North Korea,5,0,2018-05-01,2,Yala Season,Asia
2018,Central African Republic,5,0,2018-05-01,2,Yala Season,Africa
2018,Niger,5,0,2018-05-01,2,Yala Season,Africa
2018,Nauru,5,0,2018-05-01,2,Yala Season,Oceania
2018,Netherlands Antilles,5,0,2018-05-01,2,Yala Season,Caribbean
2018,São Tomé and Príncipe,5,0,2018-05-01,2,Yala Season,Africa
2018,Vatican City,5,0,2018-05-01,2,Yala Season,Europe
2018,India,6,32971,2018-06-01,2,Yala Season,Asia
2018,China,6,20424,2018-06-01,2,Yala Season,Asia
2018,United Kingdom,6,12104,2018-06-01,2,Yala Season,Europe
2018,Germany,6,5792,2018-06-01,2,Yala Season,Europe
2018,Australia,6,9997,2018-06-01,2,Yala Season,Oceania
2018,France,6,3688,2018-06-01,2,Yala Season,Europe
2018,Maldives,6,5362,2018-06-01,2,Yala Season,Asia
2018,United States,6,4979,2018-06-01,2,Yala Season,North America
2018,Russia,6,1135,2018-06-01,2,Yala Season,Europe
2018,Netherlands,6,2350,2018-06-01,2,Yala Season,Europe
2018,Canada,6,4676,2018-06-01,2,Yala Season,North America
2018,Japan,6,3074,2018-06-01,2,Yala Season,Asia
2018,Italy,6,1367,2018-06-01,2,Yala Season,Europe
2018,Ukraine,6,1191,2018-06-01,2,Yala Season,Europe
2018,Saudi Arabia,6,5422,2018-06-01,2,Yala Season,Asia
2018,Switzerland,6,1342,2018-06-01,2,Yala Season,Europe
2018,Spain,6,1516,2018-06-01,2,Yala Season,Europe
2018,Sweden,6,889,2018-06-01,2,Yala Season,Europe
2018,Malaysia,6,2389,2018-06-01,2,Yala Season,Asia
2018,Poland,6,710,2018-06-01,2,Yala Season,Europe
2018,Singapore,6,1979,2018-06-01,2,Yala Season,Asia
2018,Austria,6,543,2018-06-01,2,Yala Season,Europe
2018,Philippines,6,1673,2018-06-01,2,Yala Season,Asia
2018,Denmark,6,959,2018-06-01,2,Yala Season,Europe
2018,Pakistan,6,1454,2018-06-01,2,Yala Season,Asia
2018,Czechia,6,571,2018-06-01,2,Yala Season,Europe
2018,Belgium,6,785,2018-06-01,2,Yala Season,Europe
2018,Norway,6,2272,2018-06-01,2,Yala Season,Europe
2018,South Korea,6,963,2018-06-01,2,Yala Season,Asia
2018,Israel,6,699,2018-06-01,2,Yala Season,Asia
2018,New Zealand,6,1613,2018-06-01,2,Yala Season,Oceania
2018,Ireland,6,710,2018-06-01,2,Yala Season,Europe
2018,Bangladesh,6,1030,2018-06-01,2,Yala Season,Asia
2018,Thailand,6,870,2018-06-01,2,Yala Season,Asia
2018,Finland,6,298,2018-06-01,2,Yala Season,Europe
2018,Taiwan,6,412,2018-06-01,2,Yala Season,Asia
2018,Greece,6,489,2018-06-01,2,Yala Season,Europe
2018,South Africa,6,520,2018-06-01,2,Yala Season,Africa
2018,Oman,6,539,2018-06-01,2,Yala Season,Asia
2018,Portugal,6,253,2018-06-01,2,Yala Season,Europe
2018,Romania,6,205,2018-06-01,2,Yala Season,Europe
2018,United Arab Emirates,6,488,2018-06-01,2,Yala Season,Asia
2018,Iran,6,332,2018-06-01,2,Yala Season,Asia
2018,Lebanon,6,365,2018-06-01,2,Yala Season,Asia
2018,Indonesia,6,349,2018-06-01,2,Yala Season,Asia
2018,Nepal,6,444,2018-06-01,2,Yala Season,Asia
2018,Slovakia,6,145,2018-06-01,2,Yala Season,Europe
2018,Belarus,6,122,2018-06-01,2,Yala Season,Europe
2018,Hungary,6,138,2018-06-01,2,Yala Season,Europe
2018,Turkey,6,169,2018-06-01,2,Yala Season,Asia
2018,Slovenia,6,107,2018-06-01,2,Yala Season,Europe
2018,Egypt,6,278,2018-06-01,2,Yala Season,Africa
2018,Kuwait,6,226,2018-06-01,2,Yala Season,Asia
2018,Lithuania,6,224,2018-06-01,2,Yala Season,Europe
2018,Myanmar,6,127,2018-06-01,2,Yala Season,Asia
2018,Vietnam,6,212,2018-06-01,2,Yala Season,Asia
2018,Jordan,6,268,2018-06-01,2,Yala Season,Asia
2018,Bahrain,6,245,2018-06-01,2,Yala Season,Asia
2018,Brazil,6,116,2018-06-01,2,Yala Season,South America
2018,Estonia,6,34,2018-06-01,2,Yala Season,Europe
2018,Kazakhstan,6,67,2018-06-01,2,Yala Season,Asia
2018,Bulgaria,6,85,2018-06-01,2,Yala Season,Europe
2018,Croatia,6,70,2018-06-01,2,Yala Season,Europe
2018,Latvia,6,73,2018-06-01,2,Yala Season,Europe
2018,Argentina,6,50,2018-06-01,2,Yala Season,South America
2018,Serbia,6,60,2018-06-01,2,Yala Season,Europe
2018,Qatar,6,183,2018-06-01,2,Yala Season,Asia
2018,Mexico,6,60,2018-06-01,2,Yala Season,North America
2018,Yemen,6,156,2018-06-01,2,Yala Season,Asia
2018,Armenia,6,87,2018-06-01,2,Yala Season,Asia
2018,Palestinian Territories,6,113,2018-06-01,2,Yala Season,Asia
2018,Morocco,6,60,2018-06-01,2,Yala Season,Africa
2018,Iraq,6,134,2018-06-01,2,Yala Season,Asia
2018,Chile,6,43,2018-06-01,2,Yala Season,South America
2018,Kenya,6,44,2018-06-01,2,Yala Season,Africa
2018,Luxembourg,6,17,2018-06-01,2,Yala Season,Europe
2018,Afghanistan,6,44,2018-06-01,2,Yala Season,Asia
2018,Sudan,6,100,2018-06-01,2,Yala Season,Africa
2018,Cambodia,6,38,2018-06-01,2,Yala Season,Asia
2018,Mauritius,6,34,2018-06-01,2,Yala Season,Africa
2018,Tunisia,6,39,2018-06-01,2,Yala Season,Africa
2018,Colombia,6,32,2018-06-01,2,Yala Season,South America
2018,Georgia,6,26,2018-06-01,2,Yala Season,Asia
2018,Bhutan,6,41,2018-06-01,2,Yala Season,Asia
2018,Cyprus,6,44,2018-06-01,2,Yala Season,Asia
2018,Uzbekistan,6,30,2018-06-01,2,Yala Season,Asia
2018,Azerbaijan,6,13,2018-06-01,2,Yala Season,Asia
2018,Malta,6,14,2018-06-01,2,Yala Season,Europe
2018,Kyrgyzstan,6,28,2018-06-01,2,Yala Season,Asia
2018,Moldova,6,11,2018-06-01,2,Yala Season,Europe
2018,Iceland,6,18,2018-06-01,2,Yala Season,Europe
2018,Seychelles,6,2,2018-06-01,2,Yala Season,Africa
2018,Nigeria,6,22,2018-06-01,2,Yala Season,Africa
2018,Algeria,6,19,2018-06-01,2,Yala Season,Africa
2018,North Macedonia,6,15,2018-06-01,2,Yala Season,Europe
2018,Peru,6,6,2018-06-01,2,Yala Season,South America
2018,Bosnia and Herzegovina,6,16,2018-06-01,2,Yala Season,Europe
2018,Zimbabwe,6,9,2018-06-01,2,Yala Season,Africa
2018,Montenegro,6,24,2018-06-01,2,Yala Season,Europe
2018,Tanzania,6,29,2018-06-01,2,Yala Season,Africa
2018,Venezuela,6,11,2018-06-01,2,Yala Season,South America
2018,Syria,6,3,2018-06-01,2,Yala Season,Asia
2018,Ethiopia,6,9,2018-06-01,2,Yala Season,Africa
2018,Comoros,6,9,2018-06-01,2,Yala Season,Africa
2018,Mongolia,6,10,2018-06-01,2,Yala Season,Asia
2018,Albania,6,15,2018-06-01,2,Yala Season,Europe
2018,Fiji,6,10,2018-06-01,2,Yala Season,Oceania
2018,Laos,6,7,2018-06-01,2,Yala Season,Asia
2018,Ecuador,6,5,2018-06-01,2,Yala Season,South America
2018,Uganda,6,5,2018-06-01,2,Yala Season,Africa
2018,Costa Rica,6,3,2018-06-01,2,Yala Season,Central America
2018,Ghana,6,9,2018-06-01,2,Yala Season,Africa
2018,Liechtenstein,6,5,2018-06-01,2,Yala Season,Europe
2018,Uruguay,6,3,2018-06-01,2,Yala Season,South America
2018,Zambia,6,5,2018-06-01,2,Yala Season,Africa
2018,Trinidad and Tobago,6,9,2018-06-01,2,Yala Season,Caribbean
2018,Jamaica,6,7,2018-06-01,2,Yala Season,Caribbean
2018,Tajikistan,6,4,2018-06-01,2,Yala Season,Asia
2018,Libya,6,13,2018-06-01,2,Yala Season,Africa
2018,Madagascar,6,3,2018-06-01,2,Yala Season,Africa
2018,Somalia,6,11,2018-06-01,2,Yala Season,Africa
2018,Brunei,6,5,2018-06-01,2,Yala Season,Asia
2018,Papua New Guinea,6,6,2018-06-01,2,Yala Season,Oceania
2018,Bolivia,6,8,2018-06-01,2,Yala Season,South America
2018,Turkmenistan,6,0,2018-06-01,2,Yala Season,Asia
2018,Eritrea,6,5,2018-06-01,2,Yala Season,Africa
2018,Namibia,6,5,2018-06-01,2,Yala Season,Africa
2018,Monaco,6,1,2018-06-01,2,Yala Season,Europe
2018,Guatemala,6,3,2018-06-01,2,Yala Season,Central America
2018,Panama,6,5,2018-06-01,2,Yala Season,Central America
2018,Andorra,6,0,2018-06-01,2,Yala Season,Europe
2018,Cuba,6,3,2018-06-01,2,Yala Season,Caribbean
2018,Mozambique,6,1,2018-06-01,2,Yala Season,Africa
2018,Dominica,6,3,2018-06-01,2,Yala Season,Caribbean
2018,Honduras,6,2,2018-06-01,2,Yala Season,Central America
2018,Bahamas,6,1,2018-06-01,2,Yala Season,Caribbean
2018,Botswana,6,3,2018-06-01,2,Yala Season,Africa
2018,Timor-Leste,6,2,2018-06-01,2,Yala Season,Asia
2018,El Salvador,6,5,2018-06-01,2,Yala Season,Central America
2018,Saint Kitts and Nevis,6,0,2018-06-01,2,Yala Season,Caribbean
2018,Dominican Republic,6,8,2018-06-01,2,Yala Season,Caribbean
2018,Senegal,6,3,2018-06-01,2,Yala Season,Africa
2018,Malawi,6,0,2018-06-01,2,Yala Season,Africa
2018,Congo,6,4,2018-06-01,2,Yala Season,Africa
2018,Kosovo,6,1,2018-06-01,2,Yala Season,Europe
2018,Nicaragua,6,1,2018-06-01,2,Yala Season,Central America
2018,San Marino,6,2,2018-06-01,2,Yala Season,Europe
2018,Suriname,6,1,2018-06-01,2,Yala Season,South America
2018,Hong Kong,6,1,2018-06-01,2,Yala Season,Asia
2018,Cameroon,6,4,2018-06-01,2,Yala Season,Africa
2018,Guyana,6,0,2018-06-01,2,Yala Season,South America
2018,Paraguay,6,1,2018-06-01,2,Yala Season,South America
2018,Antigua and Barbuda,6,1,2018-06-01,2,Yala Season,Caribbean
2018,Ivory Coast,6,2,2018-06-01,2,Yala Season,Africa
2018,Burkina Faso,6,0,2018-06-01,2,Yala Season,Africa
2018,Sierra Leone,6,1,2018-06-01,2,Yala Season,Africa
2018,Barbados,6,0,2018-06-01,2,Yala Season,Caribbean
2018,BURUNDI ,6,0,2018-06-01,2,Yala Season,
2018,Rwanda,6,0,2018-06-01,2,Yala Season,Africa
2018,Mali,6,0,2018-06-01,2,Yala Season,Africa
2018,South Sudan,6,0,2018-06-01,2,Yala Season,Africa
2018,Vanuatu,6,3,2018-06-01,2,Yala Season,Oceania
2018,Belize,6,0,2018-06-01,2,Yala Season,Central America
2018,Eswatini,6,0,2018-06-01,2,Yala Season,Africa
2018,Grenada,6,3,2018-06-01,2,Yala Season,Caribbean
2018,SOLOMAN ISLANDS,6,5,2018-06-01,2,Yala Season,
2018,Liberia,6,1,2018-06-01,2,Yala Season,Africa
2018,Benin,6,0,2018-06-01,2,Yala Season,Africa
2018,GUINEA- BISSAU,6,0,2018-06-01,2,Yala Season,
2018,Haiti,6,1,2018-06-01,2,Yala Season,Caribbean
2018,Togo,6,1,2018-06-01,2,Yala Season,Africa
2018,Tonga,6,1,2018-06-01,2,Yala Season,Oceania
2018,Angola,6,0,2018-06-01,2,Yala Season,Africa
2018,Djibouti,6,0,2018-06-01,2,Yala Season,Africa
2018,Gambia,6,1,2018-06-01,2,Yala Season,Africa
2018,Congo,6,0,2018-06-01,2,Yala Season,Africa
2018,Lesotho,6,0,2018-06-01,2,Yala Season,Africa
2018,Saint Lucia,6,1,2018-06-01,2,Yala Season,Caribbean
2018,Tuvalu,6,3,2018-06-01,2,Yala Season,Oceania
2018,Cape Verde,6,0,2018-06-01,2,Yala Season,Africa
2018,Gabon,6,1,2018-06-01,2,Yala Season,Africa
2018,Niger,6,0,2018-06-01,2,Yala Season,Africa
2018,Palau,6,0,2018-06-01,2,Yala Season,Oceania
2018,Chad,6,0,2018-06-01,2,Yala Season,Africa
2018,Marshall Islands,6,0,2018-06-01,2,Yala Season,Oceania
2018,Samoa,6,1,2018-06-01,2,Yala Season,Oceania
2018,Kiribati,6,1,2018-06-01,2,Yala Season,Oceania
2018,Mauritania,6,0,2018-06-01,2,Yala Season,Africa
2018,Micronesia,6,0,2018-06-01,2,Yala Season,Oceania
2018,Saint Vincent and the Grenadines,6,0,2018-06-01,2,Yala Season,Caribbean
2018,North Korea,6,0,2018-06-01,2,Yala Season,Asia
2018,Central African Republic,6,0,2018-06-01,2,Yala Season,Africa
2018,Niger,6,0,2018-06-01,2,Yala Season,Africa
2018,Nauru,6,0,2018-06-01,2,Yala Season,Oceania
2018,Netherlands Antilles,6,0,2018-06-01,2,Yala Season,Caribbean
2018,São Tomé and Príncipe,6,1,2018-06-01,2,Yala Season,Africa
2018,Vatican City,6,0,2018-06-01,2,Yala Season,Europe
2018,India,7,31032,2018-07-01,3,Yala Season,Asia
2018,China,7,27460,2018-07-01,3,Yala Season,Asia
2018,United Kingdom,7,25208,2018-07-01,3,Yala Season,Europe
2018,Germany,7,10825,2018-07-01,3,Yala Season,Europe
2018,Australia,7,8801,2018-07-01,3,Yala Season,Oceania
2018,France,7,11303,2018-07-01,3,Yala Season,Europe
2018,Maldives,7,6348,2018-07-01,3,Yala Season,Asia
2018,United States,7,7164,2018-07-01,3,Yala Season,North America
2018,Russia,7,1162,2018-07-01,3,Yala Season,Europe
2018,Netherlands,7,13342,2018-07-01,3,Yala Season,Europe
2018,Canada,7,6017,2018-07-01,3,Yala Season,North America
2018,Japan,7,3798,2018-07-01,3,Yala Season,Asia
2018,Italy,7,3247,2018-07-01,3,Yala Season,Europe
2018,Ukraine,7,1409,2018-07-01,3,Yala Season,Europe
2018,Saudi Arabia,7,8409,2018-07-01,3,Yala Season,Asia
2018,Switzerland,7,5460,2018-07-01,3,Yala Season,Europe
2018,Spain,7,3357,2018-07-01,3,Yala Season,Europe
2018,Sweden,7,1206,2018-07-01,3,Yala Season,Europe
2018,Malaysia,7,1666,2018-07-01,3,Yala Season,Asia
2018,Poland,7,1281,2018-07-01,3,Yala Season,Europe
2018,Singapore,7,1563,2018-07-01,3,Yala Season,Asia
2018,Austria,7,1642,2018-07-01,3,Yala Season,Europe
2018,Philippines,7,1681,2018-07-01,3,Yala Season,Asia
2018,Denmark,7,2951,2018-07-01,3,Yala Season,Europe
2018,Pakistan,7,1924,2018-07-01,3,Yala Season,Asia
2018,Czechia,7,1050,2018-07-01,3,Yala Season,Europe
2018,Belgium,7,3681,2018-07-01,3,Yala Season,Europe
2018,Norway,7,3067,2018-07-01,3,Yala Season,Europe
2018,South Korea,7,1444,2018-07-01,3,Yala Season,Asia
2018,Israel,7,1345,2018-07-01,3,Yala Season,Asia
2018,New Zealand,7,1376,2018-07-01,3,Yala Season,Oceania
2018,Ireland,7,1104,2018-07-01,3,Yala Season,Europe
2018,Bangladesh,7,857,2018-07-01,3,Yala Season,Asia
2018,Thailand,7,807,2018-07-01,3,Yala Season,Asia
2018,Finland,7,242,2018-07-01,3,Yala Season,Europe
2018,Taiwan,7,924,2018-07-01,3,Yala Season,Asia
2018,Greece,7,570,2018-07-01,3,Yala Season,Europe
2018,South Africa,7,598,2018-07-01,3,Yala Season,Africa
2018,Oman,7,2171,2018-07-01,3,Yala Season,Asia
2018,Portugal,7,337,2018-07-01,3,Yala Season,Europe
2018,Romania,7,211,2018-07-01,3,Yala Season,Europe
2018,United Arab Emirates,7,1199,2018-07-01,3,Yala Season,Asia
2018,Iran,7,710,2018-07-01,3,Yala Season,Asia
2018,Lebanon,7,546,2018-07-01,3,Yala Season,Asia
2018,Indonesia,7,468,2018-07-01,3,Yala Season,Asia
2018,Nepal,7,352,2018-07-01,3,Yala Season,Asia
2018,Slovakia,7,218,2018-07-01,3,Yala Season,Europe
2018,Belarus,7,71,2018-07-01,3,Yala Season,Europe
2018,Hungary,7,163,2018-07-01,3,Yala Season,Europe
2018,Turkey,7,249,2018-07-01,3,Yala Season,Asia
2018,Slovenia,7,428,2018-07-01,3,Yala Season,Europe
2018,Egypt,7,466,2018-07-01,3,Yala Season,Africa
2018,Kuwait,7,335,2018-07-01,3,Yala Season,Asia
2018,Lithuania,7,163,2018-07-01,3,Yala Season,Europe
2018,Myanmar,7,230,2018-07-01,3,Yala Season,Asia
2018,Vietnam,7,241,2018-07-01,3,Yala Season,Asia
2018,Jordan,7,230,2018-07-01,3,Yala Season,Asia
2018,Bahrain,7,392,2018-07-01,3,Yala Season,Asia
2018,Brazil,7,117,2018-07-01,3,Yala Season,South America
2018,Estonia,7,28,2018-07-01,3,Yala Season,Europe
2018,Kazakhstan,7,112,2018-07-01,3,Yala Season,Asia
2018,Bulgaria,7,110,2018-07-01,3,Yala Season,Europe
2018,Croatia,7,129,2018-07-01,3,Yala Season,Europe
2018,Latvia,7,33,2018-07-01,3,Yala Season,Europe
2018,Argentina,7,71,2018-07-01,3,Yala Season,South America
2018,Serbia,7,89,2018-07-01,3,Yala Season,Europe
2018,Qatar,7,267,2018-07-01,3,Yala Season,Asia
2018,Mexico,7,76,2018-07-01,3,Yala Season,North America
2018,Yemen,7,249,2018-07-01,3,Yala Season,Asia
2018,Armenia,7,105,2018-07-01,3,Yala Season,Asia
2018,Palestinian Territories,7,167,2018-07-01,3,Yala Season,Asia
2018,Morocco,7,72,2018-07-01,3,Yala Season,Africa
2018,Iraq,7,78,2018-07-01,3,Yala Season,Asia
2018,Chile,7,64,2018-07-01,3,Yala Season,South America
2018,Kenya,7,95,2018-07-01,3,Yala Season,Africa
2018,Luxembourg,7,82,2018-07-01,3,Yala Season,Europe
2018,Afghanistan,7,47,2018-07-01,3,Yala Season,Asia
2018,Sudan,7,115,2018-07-01,3,Yala Season,Africa
2018,Cambodia,7,51,2018-07-01,3,Yala Season,Asia
2018,Mauritius,7,72,2018-07-01,3,Yala Season,Africa
2018,Tunisia,7,49,2018-07-01,3,Yala Season,Africa
2018,Colombia,7,53,2018-07-01,3,Yala Season,South America
2018,Georgia,7,37,2018-07-01,3,Yala Season,Asia
2018,Bhutan,7,49,2018-07-01,3,Yala Season,Asia
2018,Cyprus,7,91,2018-07-01,3,Yala Season,Asia
2018,Uzbekistan,7,70,2018-07-01,3,Yala Season,Asia
2018,Azerbaijan,7,30,2018-07-01,3,Yala Season,Asia
2018,Malta,7,53,2018-07-01,3,Yala Season,Europe
2018,Kyrgyzstan,7,28,2018-07-01,3,Yala Season,Asia
2018,Moldova,7,14,2018-07-01,3,Yala Season,Europe
2018,Iceland,7,51,2018-07-01,3,Yala Season,Europe
2018,Seychelles,7,0,2018-07-01,3,Yala Season,Africa
2018,Nigeria,7,24,2018-07-01,3,Yala Season,Africa
2018,Algeria,7,24,2018-07-01,3,Yala Season,Africa
2018,North Macedonia,7,38,2018-07-01,3,Yala Season,Europe
2018,Peru,7,20,2018-07-01,3,Yala Season,South America
2018,Bosnia and Herzegovina,7,15,2018-07-01,3,Yala Season,Europe
2018,Zimbabwe,7,46,2018-07-01,3,Yala Season,Africa
2018,Montenegro,7,8,2018-07-01,3,Yala Season,Europe
2018,Tanzania,7,13,2018-07-01,3,Yala Season,Africa
2018,Venezuela,7,11,2018-07-01,3,Yala Season,South America
2018,Syria,7,2,2018-07-01,3,Yala Season,Asia
2018,Ethiopia,7,22,2018-07-01,3,Yala Season,Africa
2018,Comoros,7,47,2018-07-01,3,Yala Season,Africa
2018,Mongolia,7,21,2018-07-01,3,Yala Season,Asia
2018,Albania,7,11,2018-07-01,3,Yala Season,Europe
2018,Fiji,7,16,2018-07-01,3,Yala Season,Oceania
2018,Laos,7,3,2018-07-01,3,Yala Season,Asia
2018,Ecuador,7,2,2018-07-01,3,Yala Season,South America
2018,Uganda,7,13,2018-07-01,3,Yala Season,Africa
2018,Costa Rica,7,0,2018-07-01,3,Yala Season,Central America
2018,Ghana,7,8,2018-07-01,3,Yala Season,Africa
2018,Liechtenstein,7,13,2018-07-01,3,Yala Season,Europe
2018,Uruguay,7,3,2018-07-01,3,Yala Season,South America
2018,Zambia,7,11,2018-07-01,3,Yala Season,Africa
2018,Trinidad and Tobago,7,16,2018-07-01,3,Yala Season,Caribbean
2018,Jamaica,7,7,2018-07-01,3,Yala Season,Caribbean
2018,Tajikistan,7,4,2018-07-01,3,Yala Season,Asia
2018,Libya,7,6,2018-07-01,3,Yala Season,Africa
2018,Madagascar,7,8,2018-07-01,3,Yala Season,Africa
2018,Somalia,7,6,2018-07-01,3,Yala Season,Africa
2018,Brunei,7,13,2018-07-01,3,Yala Season,Asia
2018,Papua New Guinea,7,8,2018-07-01,3,Yala Season,Oceania
2018,Bolivia,7,4,2018-07-01,3,Yala Season,South America
2018,Turkmenistan,7,13,2018-07-01,3,Yala Season,Asia
2018,Eritrea,7,3,2018-07-01,3,Yala Season,Africa
2018,Namibia,7,0,2018-07-01,3,Yala Season,Africa
2018,Monaco,7,2,2018-07-01,3,Yala Season,Europe
2018,Guatemala,7,5,2018-07-01,3,Yala Season,Central America
2018,Panama,7,0,2018-07-01,3,Yala Season,Central America
2018,Andorra,7,5,2018-07-01,3,Yala Season,Europe
2018,Cuba,7,2,2018-07-01,3,Yala Season,Caribbean
2018,Mozambique,7,3,2018-07-01,3,Yala Season,Africa
2018,Dominica,7,4,2018-07-01,3,Yala Season,Caribbean
2018,Honduras,7,3,2018-07-01,3,Yala Season,Central America
2018,Bahamas,7,0,2018-07-01,3,Yala Season,Caribbean
2018,Botswana,7,4,2018-07-01,3,Yala Season,Africa
2018,Timor-Leste,7,9,2018-07-01,3,Yala Season,Asia
2018,El Salvador,7,12,2018-07-01,3,Yala Season,Central America
2018,Saint Kitts and Nevis,7,1,2018-07-01,3,Yala Season,Caribbean
2018,Dominican Republic,7,6,2018-07-01,3,Yala Season,Caribbean
2018,Senegal,7,3,2018-07-01,3,Yala Season,Africa
2018,Malawi,7,3,2018-07-01,3,Yala Season,Africa
2018,Congo,7,1,2018-07-01,3,Yala Season,Africa
2018,Kosovo,7,5,2018-07-01,3,Yala Season,Europe
2018,Nicaragua,7,2,2018-07-01,3,Yala Season,Central America
2018,San Marino,7,0,2018-07-01,3,Yala Season,Europe
2018,Suriname,7,0,2018-07-01,3,Yala Season,South America
2018,Hong Kong,7,3,2018-07-01,3,Yala Season,Asia
2018,Cameroon,7,2,2018-07-01,3,Yala Season,Africa
2018,Guyana,7,2,2018-07-01,3,Yala Season,South America
2018,Paraguay,7,1,2018-07-01,3,Yala Season,South America
2018,Antigua and Barbuda,7,2,2018-07-01,3,Yala Season,Caribbean
2018,Ivory Coast,7,3,2018-07-01,3,Yala Season,Africa
2018,Burkina Faso,7,1,2018-07-01,3,Yala Season,Africa
2018,Sierra Leone,7,3,2018-07-01,3,Yala Season,Africa
2018,Barbados,7,0,2018-07-01,3,Yala Season,Caribbean
2018,BURUNDI ,7,1,2018-07-01,3,Yala Season,
2018,Rwanda,7,1,2018-07-01,3,Yala Season,Africa
2018,Mali,7,2,2018-07-01,3,Yala Season,Africa
2018,South Sudan,7,0,2018-07-01,3,Yala Season,Africa
